Daniel's Broiler,https://www.yelp.com/not_recommended_reviews/daniels-broiler-seattle-7?not_recommended_start=0,Colin B.,1.0,8/10/2018,7,AZ,How can you possible justify a $65 dollar strip steak? I assume you're paying for the location rather than the food. Typical for a fame hungry business; ramp the price up for the location while serving unimpressive food. I could make the same meal for $25. I'm willing to pay for service buy you're being ridiculous.
Daniel's Broiler,https://www.yelp.com/not_recommended_reviews/daniels-broiler-seattle-7?not_recommended_start=0,Janna E.,1.0,6/22/2017,63,CA,"Disappointing meal. Steak not cooked properly, twice. Nothing of quality to report. Very disappointing."
Daniel's Broiler,https://www.yelp.com/not_recommended_reviews/daniels-broiler-seattle-7?not_recommended_start=0,C C.,1.0,6/15/2017,95,WA,.
Daniel's Broiler,https://www.yelp.com/not_recommended_reviews/daniels-broiler-seattle-7?not_recommended_start=0,Matt J.,1.0,12/15/2015,11,WA,"Waited for 20 minutes and nobody greeted me. Parking is also not free, will not return."
Daniel's Broiler,https://www.yelp.com/not_recommended_reviews/daniels-broiler-seattle-7?not_recommended_start=0,Ian W.,1.0,10/16/2015,7,WA,"not what you would expect when entering a fine dining restaurant. when i entered i wasn't greeted with any sort of hospitality and felt like the next customer. I've worked in restaurants for years and know what good service is. after we were sat the waiter promptly took our drink orders before we could even take a look at the menu. interesting fact, the steaks here a way overpriced. i order the filet, and obviously at these prices i was expecting perfection. instead i got inspection, the steak appeared to be raw so i kindly notified the waiter that i would appreciate a few more min on the grill. when they brought it back to me 10 min later, it was medium well, i ordered medium rare. not to mention the sear on the steak was pathetic. I've been cooking all my life and I could have done better with a filet purchased from Wal-Mart! i was too upset to complain about my meal so i just bit the bullet of a steak and tried to enjoy the remainder of the evening. the service was good but i felt a bit of animosity from the waiter. not sure if ill be coming back here, It' s hard to recommend. el gaucho on the other hand...that's a different story.Ian W."
Daniel's Broiler,https://www.yelp.com/not_recommended_reviews/daniels-broiler-seattle-7?not_recommended_start=0,Elizabeth W.,1.0,10/4/2012,5,WA,They changed their happy hour a few weeks ago and it sucks now. The happy hour food is no longer 1/2 off and the wine / drinks are only $2 off. They had one of the best happy hours. It's too bad.
Daniel's Broiler,https://www.yelp.com/not_recommended_reviews/daniels-broiler-seattle-7?not_recommended_start=0,Sheryl P.,1.0,1/5/2011,3,WA,1st time and not impressed. 20% guaranty automatically added to your bill which goes to the company. Waiters receive commission on sales. Our waiters attitude changed toward us when we ordered coffee and not alcohol. Food was just ok and very disappointed.
Daniel's Broiler,https://www.yelp.com/not_recommended_reviews/daniels-broiler-seattle-7?not_recommended_start=0,Mark H.,2.0,4/8/2022,9,WA,"I've eaten here many times, while the food and service was good I am very upset that they automatically added a 20% service charge to my bill and than leave space for an ""additional tip"". When my wife and I come we always tip well, to add this automatically is highly offensive. I doubt I'll be back as there are many fine dinning establishments in Seattle who still give you a choice in the amount you tip."
Daniel's Broiler,https://www.yelp.com/not_recommended_reviews/daniels-broiler-seattle-7?not_recommended_start=0,Peter T.,2.0,8/27/2016,7,WA,"Three times I've been here now. Two times with groups of about 10 and once with a date. The group things seem to put the staff in a bad way. One time we had extra drinks on our bill (The drinks we ordered from the bar due to not wanting to keep waiting forever for our waiter to take our order were paid for at the bar AND put on our receipt) including a bottle of wine we didn't order, a pile of plates were dropped, we literally did not get asked what choice of side we wanted until one of the people in our party asked the waiter if they wanted to know what we wanted, my steak (medium well) also was literally charred on both sides that the meat on the inside was only about 1/4 inch thick. I get that bigger groups are more difficult and things like dropping plates is just something that is going to happen but if you can't provide excellent service at this price point you need to stay within your abilities. My date experience was better but there's plenty of nice places at this price point that can really ""Wow"" you."
Daniel's Broiler,https://www.yelp.com/not_recommended_reviews/daniels-broiler-seattle-7?not_recommended_start=0,Joel W.,2.0,5/10/2016,6,WA,The steak was mediocre at best. The service and atmosphere is excellent.You pay for the atmosphere not the food by any means. Does not compare to the met. I sent my steak back . The salmon was great.
Daniel's Broiler,https://www.yelp.com/not_recommended_reviews/daniels-broiler-seattle-7?not_recommended_start=10,Seth J.,2.0,11/22/2012,8,WA,I was really disappointed in the service we got from our waiter. First he wasn't really friendly and welcoming off the bat. My order got messed up and he wasn't very attentive with what we needed. Definetely not what I expected from a classy establishment. It could've been just this particular waiter. His name was Kermit J. Other than that this is a really good place to take a date. Food is alright but the ambience is great.
Daniel's Broiler,https://www.yelp.com/not_recommended_reviews/daniels-broiler-seattle-7?not_recommended_start=10,Larisa L.,3.0,1/1/2025,6,WA,"Here's an improved version of your review for better readability and clarity: ""The food was, as always, outstanding, and the ambiance was great. We visited for a New Year's Eve dinner and everything was going well--until just before midnight. Two minutes before the countdown, we received our dessert and asked if we could step outside to watch the fireworks. The staff asked us to leave our card as a precaution due to previous walkouts, which we did. However, when the fireworks ended, we found the doors locked and struggled to get back inside. To make matters worse, the waitress had already packed up our desserts and removed my glass of wine. This was not how I wanted to start the new year! The manager eventually offered to have our desserts remade at the table, but by that point, the damage was done. The experience left us all with a bitter taste. As leaving I went to the toilet, there was no toilet paper and looked trashed...very unusual.It's truly disappointing to have such an unfortunate experience at Daniel's, especially on a special occasion like New Year's Eve,"
